QR ID,QR Title,QR Description,Permalink,Type,Redirection,PNG Image,SVG Image
2962525,Partido 26,Cargar los puntos del partido 26,http://uqr.to/1rhwd,url,https://torneo.sejama.com.ar/partido/26/editar,https://app.qrcodekit.com/qrs/2962525.png,https://app.qrcodekit.com/qrs/2962525.svg
2962524,Partido 25,Cargar los puntos del partido 25,http://uqr.to/1rhwc,url,https://torneo.sejama.com.ar/partido/25/editar,https://app.qrcodekit.com/qrs/2962524.png,https://app.qrcodekit.com/qrs/2962524.svg
2962523,Partido 24,Cargar los puntos del partido 24,http://uqr.to/1rhwb,url,https://torneo.sejama.com.ar/partido/24/editar,https://app.qrcodekit.com/qrs/2962523.png,https://app.qrcodekit.com/qrs/2962523.svg
2962522,Partido 23,Cargar los puntos del partido 23,http://uqr.to/1rhwa,url,https://torneo.sejama.com.ar/partido/23/editar,https://app.qrcodekit.com/qrs/2962522.png,https://app.qrcodekit.com/qrs/2962522.svg
2962521,Partido 22,Cargar los puntos del partido 22,http://uqr.to/1rhw9,url,https://torneo.sejama.com.ar/partido/22/editar,https://app.qrcodekit.com/qrs/2962521.png,https://app.qrcodekit.com/qrs/2962521.svg
2962520,Partido 21,Cargar los puntos del partido 21,http://uqr.to/1rhw8,url,https://torneo.sejama.com.ar/partido/21/editar,https://app.qrcodekit.com/qrs/2962520.png,https://app.qrcodekit.com/qrs/2962520.svg
2962519,Partido 20,Cargar los puntos del partido 20,http://uqr.to/1rhw7,url,https://torneo.sejama.com.ar/partido/20/editar,https://app.qrcodekit.com/qrs/2962519.png,https://app.qrcodekit.com/qrs/2962519.svg
2962518,Partido 19,Cargar los puntos del partido 19,http://uqr.to/1rhw6,url,https://torneo.sejama.com.ar/partido/19/editar,https://app.qrcodekit.com/qrs/2962518.png,https://app.qrcodekit.com/qrs/2962518.svg
2962517,Partido 18,Cargar los puntos del partido 18,http://uqr.to/1rhw5,url,https://torneo.sejama.com.ar/partido/18/editar,https://app.qrcodekit.com/qrs/2962517.png,https://app.qrcodekit.com/qrs/2962517.svg
2962516,Partido 17,Cargar los puntos del partido 17,http://uqr.to/1rhw4,url,https://torneo.sejama.com.ar/partido/17/editar,https://app.qrcodekit.com/qrs/2962516.png,https://app.qrcodekit.com/qrs/2962516.svg
2962515,Partido 16,Cargar los puntos del partido 16,http://uqr.to/1rhw3,url,https://torneo.sejama.com.ar/partido/16/editar,https://app.qrcodekit.com/qrs/2962515.png,https://app.qrcodekit.com/qrs/2962515.svg
2962514,Partido 15,Cargar los puntos del partido 15,http://uqr.to/1rhw2,url,https://torneo.sejama.com.ar/partido/15/editar,https://app.qrcodekit.com/qrs/2962514.png,https://app.qrcodekit.com/qrs/2962514.svg
2962513,Partido 14,Cargar los puntos del partido 14,http://uqr.to/1rhw1,url,https://torneo.sejama.com.ar/partido/14/editar,https://app.qrcodekit.com/qrs/2962513.png,https://app.qrcodekit.com/qrs/2962513.svg
2962512,Partido 13,Cargar los puntos del partido 13,http://uqr.to/1rhw0,url,https://torneo.sejama.com.ar/partido/13/editar,https://app.qrcodekit.com/qrs/2962512.png,https://app.qrcodekit.com/qrs/2962512.svg
2962511,Partido 12,Cargar los puntos del partido 12,http://uqr.to/1rhvz,url,https://torneo.sejama.com.ar/partido/12/editar,https://app.qrcodekit.com/qrs/2962511.png,https://app.qrcodekit.com/qrs/2962511.svg
2962510,Partido 11,Cargar los puntos del partido 11,http://uqr.to/1rhvy,url,https://torneo.sejama.com.ar/partido/11/editar,https://app.qrcodekit.com/qrs/2962510.png,https://app.qrcodekit.com/qrs/2962510.svg
2962509,Partido 10,Cargar los puntos del partido 10,http://uqr.to/1rhvx,url,https://torneo.sejama.com.ar/partido/10/editar,https://app.qrcodekit.com/qrs/2962509.png,https://app.qrcodekit.com/qrs/2962509.svg
2962508,Partido 9,Cargar los puntos del partido 9,http://uqr.to/1rhvw,url,https://torneo.sejama.com.ar/partido/9/editar,https://app.qrcodekit.com/qrs/2962508.png,https://app.qrcodekit.com/qrs/2962508.svg
2962507,Partido 8,Cargar los puntos del partido 8,http://uqr.to/1rhvv,url,https://torneo.sejama.com.ar/partido/8/editar,https://app.qrcodekit.com/qrs/2962507.png,https://app.qrcodekit.com/qrs/2962507.svg
2962506,Partido 7,Cargar los puntos del partido 7,http://uqr.to/1rhvu,url,https://torneo.sejama.com.ar/partido/7/editar,https://app.qrcodekit.com/qrs/2962506.png,https://app.qrcodekit.com/qrs/2962506.svg
2962505,Partido 6,Cargar los puntos del partido 6,http://uqr.to/1rhvt,url,https://torneo.sejama.com.ar/partido/6/editar,https://app.qrcodekit.com/qrs/2962505.png,https://app.qrcodekit.com/qrs/2962505.svg
2962504,Partido 5,Cargar los puntos del partido 5,http://uqr.to/1rhvs,url,https://torneo.sejama.com.ar/partido/5/editar,https://app.qrcodekit.com/qrs/2962504.png,https://app.qrcodekit.com/qrs/2962504.svg
2962503,Partido 4,Cargar los puntos del partido 4,http://uqr.to/1rhvr,url,https://torneo.sejama.com.ar/partido/4/editar,https://app.qrcodekit.com/qrs/2962503.png,https://app.qrcodekit.com/qrs/2962503.svg
2962502,Partido 3,Cargar los puntos del partido 3,http://uqr.to/1rhvq,url,https://torneo.sejama.com.ar/partido/3/editar,https://app.qrcodekit.com/qrs/2962502.png,https://app.qrcodekit.com/qrs/2962502.svg
2962501,Partido 2,Cargar los puntos del partido 2,http://uqr.to/1rhvp,url,https://torneo.sejama.com.ar/partido/2/editar,https://app.qrcodekit.com/qrs/2962501.png,https://app.qrcodekit.com/qrs/2962501.svg
2962500,Partido 1,Cargar los puntos del partido 1,http://uqr.to/1rhvo,url,https://torneo.sejama.com.ar/partido/1/editar,https://app.qrcodekit.com/qrs/2962500.png,https://app.qrcodekit.com/qrs/2962500.svg
2962493,Código QR,,http://uqr.to/1rhvh,url,https://torneo.sejama.com.ar/,https://app.qrcodekit.com/qrs/2962493.png,https://app.qrcodekit.com/qrs/2962493.svg
